sample_id,position,velocity,acceleration
pmks_positive_0327,2.2150526052595048,3.58047491356202,2.714565264122963
pmks_positive_0328,2.1550056486986815,3.624880795377917,2.6140982315204804
pmks_positive_0329,2.094232558802041,3.6676103064157091,2.5134125142697563
pmks_positive_0330,2.0327613021967679,3.7086603882740232,2.4125784208047283
pmks_positive_0331,1.9706198867339282,3.7480291514974597,2.3116659025911788
pmks_positive_0332,1.9078363420594044,3.7857158689435044,2.2107444719325793
pmks_positive_0333,1.8444387003068492,3.8217209677720678,2.1098831189116924
pmks_positive_0334,1.7804549769356939,3.8560460200448992,2.00915022766858
pmks_positive_0335,1.7159131517375403,3.8886937319255659,1.9086134922261042
pmks_positive_0336,1.6508411500341769,3.9196679314742804,1.8083398320836621
pmks_positive_0337,1.5852668240908159,3.9489735550356113,1.708395307808769
pmks_positive_0338,1.5192179347678589,3.976616632221015,1.60884503686392
pmks_positive_0339,1.452722133434678,4.0026042694921316,1.5097531099130341
pmks_positive_0340,1.385806944168543,4.0269446323549216,1.4111825078574642
pmks_positive_0341,1.3184997462618533,4.0496469261789141,1.3131950198560525
pmks_positive_0342,1.2508277570603372,4.0707213756601046,1.2158511625869155
pmks_positive_0343,1.1828180151546945,4.0901792029503694,1.1192101010104931
pmks_positive_0344,1.1144973639476916,4.1080326044805862,1.0233295708938581
pmks_positive_0345,1.0458924356181818,4.124294726508956,0.92826580335525755
pmks_positive_0346,0.9770296355030581,4.1389796394303673,0.83407345168537195
pmks_positive_0347,0.9079351269174083,4.1521023108868347,0.74080552069777794
pmks_positive_0348,0.83863481643253124,4.1636785777232479,0.64851329885553999
pmks_positive_0349,0.76915433963064395,4.1737251168366951,0.5572462934138307
pmks_positive_0350,0.69951904735428982,4.1822594149715844,0.46705216880987094
pmks_positive_0351,0.62975399246757213,4.1892997375165333,0.37797668852147531
pmks_positive_0352,0.55988391714532248,4.1948650963625997,0.290063660603956
pmks_positive_0353,0.4899332407053798,4.1989752168858354,0.20335488710230037
pmks_positive_0354,0.41992604799798627,4.2016505041202672,0.11789011752130596
pmks_positive_0355,0.349886078365234,4.2029120081903848,0.033707006520976412
pmks_positive_0356,0.27983671518231645,4.2027813890748105,-0.049158924012131122
pmks_positive_0357,0.20980097599111858,4.2012808807752346,-0.13067431838448368
pmks_positive_0358,0.1398015032354003,4.1984332549667345,-0.21080801589150983
pmks_positive_0359,0.069860555605613328,4.1942617842073782,-0.28953107489462582
pmks_negative_0000,0,0,0
pmks_negative_0001,0.069860555605613328,-4.1942617842073782,-0.28953107489462582
